site,severity,duration,start,end
9066000,664.0,41,2008-04-17,2008-05-27
9066000,122.0,17,2009-04-18,2009-05-04
9066000,117.0,23,2009-09-01,2009-09-23
9066000,178.0,13,2010-04-01,2010-04-13
9066000,72.0,9,2010-05-13,2010-05-21
9066000,297.0,42,2010-09-27,2010-11-08
9066000,70.0,19,2010-12-14,2011-01-09
9066000,55.0,10,2011-01-15,2011-01-24
9066000,607.0,74,2011-01-30,2011-04-21
9066000,168.0,20,2011-05-09,2011-05-28
9066000,714.0,124,2011-11-26,2012-03-28
9066000,1823.0,91,2012-05-19,2012-08-31
9066000,4.0,5,2012-09-11,2012-09-15
9066000,43.0,16,2012-10-07,2012-10-22
9066000,13.0,5,2012-12-23,2012-12-27
9066000,34.0,7,2013-01-03,2013-01-09
9066000,55.0,10,2013-01-15,2013-01-24
9066000,562.0,66,2013-01-30,2013-04-11
9066000,185.0,19,2013-04-28,2013-05-16
9066000,131.0,12,2014-04-16,2014-04-27
9066000,73.0,16,2014-05-04,2014-05-22
9066000,7.0,6,2015-10-21,2015-10-26
9066000,31.0,6,2016-03-02,2016-03-07
9066000,550.0,58,2016-03-23,2016-05-19
9066000,2385.0,174,2016-10-11,2017-04-02
9066000,189.0,32,2017-09-06,2017-10-07
9066000,596.0,41,2018-04-03,2018-05-13
9066000,6313.0,364,2018-06-08,2019-06-06
9066000,6038.0,248,2019-09-24,2020-05-28
9066000,7124.0,291,2020-08-15,2021-06-01
9066000,4166.0,252,2021-09-21,2022-05-30
9066000,495.0,79,2022-11-15,2023-02-01
9306200,292.0,22,1987-06-27,1987-07-18
9306200,212.0,18,1988-06-30,1988-07-17
9306200,32.0,24,1989-02-13,1989-03-08
9306200,72.0,10,1989-05-30,1989-06-08
9306200,535.0,33,1989-06-16,1989-07-18
9306200,17312.0,764,1990-01-24,1992-03-05
9306200,1322.0,101,1992-04-08,1992-07-17
9306200,159.0,82,1992-11-03,1993-01-23
9306200,5.0,5,1994-03-02,1994-03-06
9306200,205.0,38,1994-03-21,1994-05-04
9306200,12.0,7,1994-05-14,1994-05-20
9306200,108.0,12,1994-05-28,1994-06-08
9306200,560.0,34,1994-06-15,1994-07-18
9306200,36.0,33,1994-12-28,1995-01-29
9306200,95.0,12,1996-07-06,1996-07-17
9306200,19909.0,1341,2000-04-08,2004-03-04
9306200,4239.0,279,2004-03-20,2004-12-23
9306200,272.0,21,2006-06-28,2006-07-18
9306200,312.0,23,2007-06-26,2007-07-18
9306200,75.0,21,2010-02-22,2010-03-14
9306200,2.0,5,2012-04-20,2012-04-24
9306200,945.0,77,2012-05-02,2012-07-17
9306200,1448.0,133,2012-12-24,2013-05-20
9306200,1576.0,156,2013-05-29,2013-11-03
9306200,58.0,22,2017-03-02,2017-03-23
9306200,14276.0,730,2017-04-03,2019-04-02
9306200,517.0,72,2020-01-30,2020-04-10
9306200,8924.0,674,2020-05-26,2022-05-04
9306200,12.0,7,2022-05-14,2022-05-20
9306200,110.0,12,2022-05-27,2022-06-08
9306200,312.0,23,2022-06-26,2022-07-18
9037500,29.0,6,1983-04-17,1983-04-22
9037500,61.0,10,1983-04-29,1983-05-09
9037500,112.0,10,1983-05-15,1983-05-24
9037500,586.0,34,1984-04-08,1984-05-11
9037500,42.0,7,1986-05-29,1986-06-04
9037500,3376.0,180,1987-05-08,1987-11-06
9037500,72.0,8,1988-03-30,1988-04-07
9037500,64.0,7,1988-05-08,1988-05-14
9037500,5036.0,235,1988-07-31,1989-03-22
9037500,102.0,23,1989-05-27,1989-06-19
9037500,3432.0,279,1989-06-25,1990-03-30
9037500,990.0,109,1990-05-12,1990-09-07
9037500,111.0,9,1991-04-29,1991-05-08
9037500,1397.0,149,1991-11-13,1992-04-09
9037500,171.0,30,1992-05-21,1992-06-23
9037500,159.0,34,1992-07-23,1992-08-26
9037500,681.0,130,1992-12-20,1993-04-30
9037500,189.0,18,1994-03-30,1994-04-16
9037500,79.0,5,1994-04-29,1994-05-03
9037500,6738.0,328,1994-05-17,1995-04-14
9037500,160.0,12,1995-04-18,1995-04-29
9037500,663.0,116,1996-08-25,1996-12-18
9037500,12.0,6,1997-04-10,1997-04-17
9037500,347.0,57,1998-06-05,1998-07-31
9037500,138.0,15,1999-05-07,1999-05-24
9037500,17.0,6,1999-05-29,1999-06-03
9037500,32.0,7,2000-04-01,2000-04-07
9037500,946.0,93,2000-06-01,2000-09-01
9037500,3376.0,314,2001-05-16,2002-03-25
9037500,4651.0,237,2002-04-29,2002-12-23
9037500,19.0,26,2003-02-02,2003-02-27
9037500,1413.0,124,2004-05-14,2004-09-14
9037500,120.0,34,2006-06-20,2006-07-23
9037500,502.0,36,2008-04-07,2008-05-17
9037500,12.0,6,2010-03-26,2010-03-31
9037500,289.0,38,2010-05-09,2010-06-17
9037500,4385.0,334,2012-05-02,2013-04-01
9037500,358.0,23,2013-04-12,2013-05-11
9037500,7.0,9,2015-11-03,2015-11-12
9037500,97.0,13,2016-03-31,2016-04-13
9037500,193.0,21,2016-04-18,2016-05-15
9037500,2884.0,206,2016-09-15,2017-04-13
9037500,69.0,7,2017-04-29,2017-05-05
9037500,125.0,31,2017-09-08,2017-10-08
9037500,158.0,19,2018-03-23,2018-04-11
9037500,136.0,12,2018-04-16,2018-04-28
9037500,7351.0,342,2018-06-12,2019-06-01
9037500,3322.0,211,2019-10-09,2020-05-09
9037500,6161.0,263,2020-08-31,2021-05-21
9037500,70.0,33,2022-02-27,2022-04-03
9037500,290.0,19,2022-04-07,2022-05-02
9037500,48.0,6,2022-05-23,2022-05-28
9037500,183.0,46,2022-12-18,2023-02-01
9384000,3473.0,361,1990-02-23,1991-02-21
9384000,1078.0,361,1996-03-20,1997-03-18
9384000,10.0,11,1997-04-05,1997-04-18
9384000,54.0,30,1997-04-27,1997-05-30
9384000,1830.0,242,1997-08-03,1998-04-04
9384000,42.0,8,1998-04-19,1998-04-26
9384000,5107.0,447,1998-05-12,1999-08-02
9384000,3900.0,363,1999-11-29,2000-11-27
9384000,4748.0,385,2002-02-19,2003-03-20
9384000,17.0,16,2016-12-03,2016-12-22
9384000,11.0,12,2017-02-02,2017-02-14
9384000,9.0,5,2017-02-16,2017-02-22
9384000,42129.0,2082,2017-03-17,2022-12-07
9384000,422.0,54,2022-12-10,2023-02-01
10258000,46.0,18,1984-09-24,1984-10-12
10258000,122.0,33,1984-11-07,1984-12-15
10258000,19.0,6,1984-12-21,1984-12-26
10258000,118.0,33,1987-01-08,1987-02-13
10258000,0.0,12,1987-08-11,1987-08-22
10258000,78.0,29,1987-09-13,1987-10-13
10258000,127.0,27,1987-10-29,1987-11-28
10258000,34.0,10,1987-11-30,1987-12-13
10258000,18.0,5,1987-12-19,1987-12-23
10258000,21.0,9,1988-10-03,1988-10-12
10258000,125.0,38,1988-11-17,1988-12-28
10258000,100.0,32,1989-01-01,1989-02-03
10258000,152.0,55,1989-11-22,1990-01-18
10258000,587.0,51,1990-01-22,1990-03-17
10258000,20.0,9,1990-04-09,1990-04-19
10258000,12.0,80,1990-04-23,1990-07-18
10258000,1904.0,219,1990-07-20,1991-02-27
10258000,58.0,22,1994-12-12,1995-01-02
10258000,71.0,24,1996-12-01,1996-12-31
10258000,96.0,35,1997-11-28,1998-01-08
10258000,9645.0,675,1999-02-28,2001-01-10
10258000,1184.0,66,2001-01-12,2001-03-22
10258000,58.0,22,2001-09-21,2001-10-13
10258000,80.0,19,2001-11-05,2001-11-24
10258000,9510.0,440,2001-11-26,2003-02-11
10258000,434.0,89,2003-12-13,2004-03-14
10258000,366.0,201,2004-03-23,2004-10-19
10258000,56.0,7,2004-10-22,2004-10-30
10258000,82.0,19,2004-11-03,2004-11-25
10258000,60.0,14,2006-03-15,2006-03-28
10258000,9718.0,445,2006-12-02,2008-02-20
10258000,50.0,15,2008-11-30,2008-12-14
10258000,130.0,43,2008-12-20,2009-02-06
10258000,124.0,46,2009-11-30,2010-01-17
10258000,30.0,11,2012-09-30,2012-10-10
10258000,17923.0,800,2012-11-15,2015-01-30
10258000,58.0,17,2015-02-03,2015-02-19
10258000,412.0,123,2015-03-14,2015-07-19
10258000,263.0,78,2015-07-21,2015-10-13
10258000,383.0,90,2015-10-17,2016-01-21
10258000,49.0,12,2016-01-24,2016-02-07
10258000,2820.0,293,2016-03-21,2017-01-13
10258000,33.0,13,2017-09-30,2017-10-13
10258000,5211.0,423,2017-11-14,2019-01-24
10258000,16516.0,740,2021-01-20,2023-02-01
9510200,27.0,7,1984-06-29,1984-07-09
9510200,120.0,17,1984-07-23,1984-08-08
9510200,2832.0,276,1989-11-16,1990-08-28
9510200,768.0,60,1990-10-28,1990-12-29
9510200,596.0,44,1994-10-22,1994-12-11
9510200,4.0,5,1994-12-15,1994-12-20
9510200,9500.0,393,1995-12-25,1997-01-26
9510200,619.0,32,1997-01-29,1997-03-03
9510200,2138.0,149,1997-03-07,1997-08-06
9510200,4335.0,179,1997-08-08,1998-02-06
9510200,932.0,72,1999-01-20,1999-04-03
9510200,38.0,9,1999-04-28,1999-05-06
9510200,88.0,17,1999-06-20,1999-07-10
9510200,203.0,34,1999-07-22,1999-08-28
9510200,2390.0,129,1999-10-29,2000-03-05
9510200,67.0,11,2000-03-17,2000-03-31
9510200,621.0,79,2000-04-04,2000-06-23
9510200,1336.0,99,2000-06-26,2000-10-09
9510200,146.0,9,2000-10-13,2000-10-21
9510200,48.0,16,2001-12-15,2001-12-31
9510200,10532.0,403,2002-01-14,2003-02-25
9510200,82.0,22,2003-08-04,2003-08-28
9510200,726.0,49,2003-09-20,2003-11-12
9510200,332.0,24,2003-11-16,2003-12-09
9510200,1071.0,78,2003-12-15,2004-03-04
9510200,142.0,24,2004-03-10,2004-04-05
9510200,40.0,11,2004-06-25,2004-07-09
9510200,65.0,6,2004-07-18,2004-07-23
9510200,1143.0,95,2004-07-31,2004-11-19
9510200,1217.0,84,2005-12-17,2006-03-15
9510200,1606.0,125,2006-03-23,2006-07-29
9510200,10924.0,488,2006-08-02,2007-12-07
9510200,30.0,5,2007-12-14,2007-12-18
9510200,81.0,24,2009-07-31,2009-08-28
9510200,1636.0,122,2009-09-10,2010-01-19
9510200,4.0,6,2010-12-15,2010-12-22
9510200,36.0,13,2011-03-06,2011-03-20
9510200,35.0,8,2011-06-26,2011-07-03
9510200,1138.0,98,2011-07-28,2011-11-04
9510200,420.0,31,2011-11-10,2011-12-12
9510200,1758.0,136,2012-02-26,2012-07-14
9510200,531.0,32,2012-07-17,2012-08-21
9510200,281.0,18,2012-08-26,2012-09-14
9510200,635.0,48,2012-10-28,2012-12-18
9510200,1279.0,89,2015-09-29,2016-01-05
9510200,457.0,85,2016-04-02,2016-06-28
9510200,256.0,23,2016-07-04,2016-07-28
9510200,2577.0,129,2016-08-08,2016-12-21
9510200,77.0,7,2017-01-04,2017-01-11
9510200,5185.0,227,2017-12-20,2018-08-10
9510200,1364.0,51,2018-08-13,2018-10-06
9510200,33.0,8,2021-01-20,2021-01-28
9510200,3692.0,182,2021-02-04,2021-08-10
9510200,36.0,13,2022-03-06,2022-03-20
9510200,658.0,86,2022-03-30,2022-06-29
9510200,293.0,27,2022-07-01,2022-07-27
9510200,2890.0,147,2022-08-02,2022-12-31
9510200,59.0,6,2023-01-10,2023-01-15
9386950,4579.0,340,1989-11-14,1990-10-19
9386950,77.0,28,1991-10-19,1991-11-20
9386950,13.0,8,1995-12-28,1996-01-06
9386950,203.0,27,1996-01-10,1996-02-06
9386950,48.0,29,1996-03-11,1996-04-15
9386950,570.0,119,1996-05-17,1996-09-18
9386950,531.0,71,2000-01-13,2000-03-27
9386950,1220.0,90,2000-08-06,2000-11-10
9386950,4913.0,356,2001-09-23,2002-09-22
9386950,274.0,78,2003-10-06,2003-12-27
9386950,328.0,63,2003-12-31,2004-03-06
9386950,2021.0,134,2004-08-19,2005-01-03
9386950,4575.0,264,2005-11-12,2006-08-07
9386950,5.0,7,2007-02-07,2007-02-16
9386950,2706.0,178,2009-09-05,2010-03-02
9386950,942.0,157,2011-03-29,2011-09-04
9386950,541.0,103,2012-04-22,2012-08-03
9386950,33.0,8,2012-08-10,2012-08-17
9386950,5483.0,365,2012-09-15,2013-09-17
9386950,62.0,11,2013-09-19,2013-09-29
9386950,2712.0,183,2014-02-02,2014-08-08
9386950,320.0,67,2016-03-07,2016-05-16
9386950,1294.0,125,2016-08-08,2016-12-22
9386950,13.0,14,2017-08-04,2017-08-23
9386950,19349.0,882,2017-08-26,2020-01-30
9386950,24.0,20,2020-02-17,2020-03-10
9386950,4.0,5,2020-04-16,2020-04-21
9386950,4.0,5,2020-06-22,2020-06-28
9386950,8649.0,422,2020-07-02,2021-09-07
9386950,44.0,23,2021-09-11,2021-10-06
9386950,210.0,45,2021-12-10,2022-01-28
9386950,1064.0,114,2022-03-02,2022-06-27
9292500,460.0,39,1983-04-17,1983-05-27
9292500,213.0,24,1984-04-14,1984-05-09
9292500,362.0,71,1985-05-27,1985-08-06
9292500,89.0,52,1985-08-18,1985-10-12
9292500,2043.0,156,1988-11-08,1989-04-13
9292500,4622.0,319,1989-05-19,1990-04-02
9292500,778.0,177,1990-05-18,1990-11-13
9292500,12.0,6,1991-04-11,1991-04-18
9292500,681.0,38,1991-04-26,1991-06-02
9292500,726.0,130,1991-11-13,1992-03-24
9292500,6165.0,349,1992-05-15,1993-04-30
9292500,122.0,10,1993-05-05,1993-05-14
9292500,3432.0,227,1994-05-13,1994-12-25
9292500,4.0,5,1996-02-27,1996-03-02
9292500,26.0,6,1996-03-24,1996-03-30
9292500,171.0,27,1996-04-01,1996-05-05
9292500,1853.0,211,1996-10-04,1997-05-10
9292500,1734.0,163,2000-05-24,2000-11-04
9292500,7946.0,391,2001-10-13,2002-11-10
9292500,622.0,122,2003-11-20,2004-03-22
9292500,1210.0,160,2004-06-02,2004-11-11
9292500,12.0,6,2004-11-13,2004-11-18
9292500,587.0,116,2006-06-04,2006-10-04
9292500,8697.0,368,2007-05-15,2008-05-16
9292500,374.0,111,2009-12-26,2010-04-20
9292500,185.0,16,2010-04-29,2010-05-17
9292500,39.0,6,2011-05-11,2011-05-18
9292500,8350.0,355,2012-05-19,2013-05-12
9292500,6.0,5,2016-04-25,2016-05-02
9292500,5873.0,374,2018-04-13,2019-05-02
9292500,385.0,39,2020-03-21,2020-05-03
9292500,4225.0,211,2020-11-05,2021-06-07
9292500,28.0,15,2021-08-01,2021-08-17
9292500,230.0,24,2022-04-30,2022-05-24
9469500,5566.0,438,1989-09-20,1990-12-01
9469500,2906.0,286,1996-01-23,1996-11-04
9469500,8.0,11,1997-07-26,1997-08-07
9469500,81.0,44,1997-08-13,1997-09-26
9469500,929.0,150,1999-03-16,1999-08-12
9469500,6.0,8,1999-12-12,1999-12-19
9469500,5362.0,300,1999-12-25,2000-10-19
9469500,5243.0,301,2001-11-23,2002-09-19
9469500,646.0,111,2002-11-06,2003-02-24
9469500,1056.0,107,2003-08-08,2003-11-22
9469500,400.0,88,2003-12-20,2004-03-16
9469500,1453.0,143,2006-02-25,2006-07-30
9469500,1128.0,119,2009-09-26,2010-01-22
9469500,3333.0,319,2011-03-15,2012-03-13
9469500,6.0,8,2012-03-23,2012-03-30
9469500,5.0,7,2012-06-09,2012-06-15
9469500,12.0,17,2012-06-22,2012-07-09
9469500,3035.0,352,2012-07-14,2013-07-25
9469500,51.0,70,2014-04-01,2014-06-09
9469500,4.0,6,2014-06-17,2014-06-22
9469500,7.0,10,2016-12-01,2016-12-10
9469500,13752.0,756,2017-10-21,2020-03-02
9469500,17268.0,732,2020-08-23,2022-08-24
9510000,4992.0,397,1990-01-28,1991-02-28
9510000,10702.0,591,1996-07-23,1998-03-05
9510000,194.0,49,1999-02-15,1999-04-04
9510000,5388.0,303,1999-12-30,2000-10-27
9510000,1885.0,345,2002-03-06,2003-02-13
9510000,5924.0,348,2004-01-16,2004-12-28
9510000,8726.0,553,2006-07-24,2008-01-27
9510000,5509.0,365,2009-01-20,2010-01-19
9510000,12199.0,697,2011-03-01,2013-01-25
9510000,3745.0,367,2016-02-14,2017-02-14
9510000,3576.0,256,2018-01-20,2018-10-02
9510000,80.0,110,2021-04-05,2021-07-23
9510000,109.0,79,2022-10-29,2023-01-15
9326500,152.0,24,1983-03-26,1983-04-18
9326500,421.0,39,1984-03-10,1984-04-17
9326500,51.0,17,1985-03-18,1985-04-03
9326500,11.0,9,1986-08-26,1986-09-03
9326500,110.0,17,1987-03-29,1987-04-16
9326500,145.0,25,1987-05-03,1987-05-27
9326500,175.0,39,1989-02-07,1989-03-17
9326500,1642.0,127,1989-04-25,1989-08-29
9326500,318.0,123,1989-11-21,1990-03-25
9326500,163.0,30,1990-05-23,1990-06-21
9326500,4.0,5,1990-09-04,1990-09-08
9326500,21.0,9,1990-10-21,1990-10-29
9326500,4.0,6,1991-02-18,1991-02-23
9326500,409.0,42,1991-03-24,1991-05-08
9326500,51.0,17,1992-05-05,1992-05-21
9326500,25.0,18,1992-10-29,1992-11-16
9326500,144.0,30,1993-02-22,1993-03-23
9326500,18.0,11,1993-10-10,1993-10-20
9326500,36.0,9,1994-04-27,1994-05-05
9326500,2517.0,150,1994-05-28,1994-10-24
9326500,141.0,23,1996-05-09,1996-05-31
9326500,1155.0,99,1996-08-29,1996-12-05
9326500,550.0,29,1999-04-04,1999-05-02
9326500,486.0,81,2000-04-25,2000-07-14
9326500,1140.0,98,2000-07-31,2000-11-05
9326500,8186.0,367,2001-09-30,2002-10-06
9326500,399.0,65,2003-06-22,2003-08-25
9326500,1055.0,124,2003-11-05,2004-03-15
9326500,341.0,39,2004-09-27,2004-11-04
9326500,1730.0,137,2006-06-02,2006-10-16
9326500,3004.0,185,2007-04-07,2007-10-08
9326500,1137.0,107,2007-12-11,2008-03-26
9326500,1804.0,124,2008-10-06,2009-02-06
9326500,6.0,5,2009-04-19,2009-04-24
9326500,4185.0,219,2009-09-09,2010-04-15
9326500,4686.0,355,2012-04-18,2013-04-26
9326500,274.0,28,2015-04-17,2015-05-14
9326500,1251.0,124,2015-11-07,2016-03-09
9326500,861.0,104,2016-06-27,2016-10-08
9326500,527.0,92,2016-11-17,2017-02-17
9326500,10.0,13,2017-07-16,2017-07-28
9326500,5353.0,256,2018-03-16,2018-12-12
9326500,837.0,79,2019-01-16,2019-04-04
9326500,4610.0,242,2019-10-09,2020-06-26
9326500,9770.0,419,2020-08-05,2021-09-27
9326500,1294.0,112,2022-04-16,2022-08-05
9326500,1321.0,100,2022-10-25,2023-02-01
9505800,1542.0,157,1984-03-22,1984-08-31
9505800,16.0,5,1987-08-06,1987-08-10
9505800,511.0,42,1987-09-17,1987-10-28
9505800,221.0,29,1989-02-25,1989-03-25
9505800,1184.0,132,1989-04-06,1989-08-17
9505800,8706.0,499,1989-08-23,1991-01-10
9505800,101.0,15,1991-02-11,1991-02-27
9505800,433.0,35,1991-09-23,1991-10-28
9505800,165.0,16,1991-10-30,1991-11-14
9505800,7.0,8,1994-01-31,1994-02-07
9505800,1540.0,94,1994-08-31,1994-12-05
9505800,180.0,16,1995-09-12,1995-09-27
9505800,9993.0,481,1995-10-05,1997-01-30
9505800,41.0,10,1997-07-25,1997-08-04
9505800,137.0,11,1997-08-14,1997-08-25
9505800,123.0,11,1998-10-14,1998-10-24
9505800,824.0,76,1999-01-21,1999-04-06
9505800,955.0,83,2000-01-04,2000-03-28
9505800,47.0,11,2000-04-06,2000-04-18
9505800,79.0,25,2000-05-27,2000-06-21
9505800,1892.0,109,2000-06-28,2000-10-21
9505800,6583.0,316,2001-10-26,2002-09-10
9505800,3483.0,168,2002-09-13,2003-03-07
9505800,121.0,15,2003-07-29,2003-08-14
9505800,102.0,6,2003-08-20,2003-08-26
9505800,117.0,31,2004-01-26,2004-02-27
9505800,38.0,9,2004-03-25,2004-04-02
9505800,178.0,30,2004-06-10,2004-07-13
9505800,232.0,27,2004-07-22,2004-08-18
9505800,326.0,26,2004-08-24,2004-09-18
9505800,13409.0,585,2005-12-17,2007-08-03
9505800,891.0,64,2007-09-28,2007-11-30
9505800,35.0,11,2008-07-29,2008-08-09
9505800,1298.0,80,2008-09-22,2008-12-15
9505800,40.0,5,2008-12-21,2008-12-28
9505800,111.0,38,2009-04-14,2009-05-21
9505800,27.0,7,2009-08-04,2009-08-10
9505800,3278.0,152,2009-08-18,2010-01-19
9505800,16.0,5,2011-08-06,2011-08-10
9505800,217.0,16,2011-08-27,2011-09-11
9505800,102.0,9,2011-09-18,2011-09-26
9505800,149.0,23,2012-02-28,2012-03-21
9505800,55.0,25,2012-03-27,2012-04-25
9505800,145.0,25,2012-06-15,2012-07-12
9505800,9.0,5,2012-12-17,2012-12-22
9505800,169.0,32,2012-12-25,2013-01-25
9505800,33.0,9,2013-08-02,2013-08-10
9505800,68.0,16,2014-02-13,2014-02-28
9505800,1130.0,111,2014-03-16,2014-07-05
9505800,498.0,34,2014-07-11,2014-08-18
9505800,70.0,5,2015-09-30,2015-10-04
9505800,96.0,8,2015-10-10,2015-10-17
9505800,1710.0,143,2016-03-05,2016-08-05
9505800,214.0,13,2016-08-11,2016-08-23
9505800,503.0,47,2016-10-26,2016-12-16
9505800,5721.0,279,2017-11-16,2018-08-25
9505800,709.0,36,2018-08-28,2018-10-02
9505800,16.0,5,2019-07-28,2019-08-02
9505800,2272.0,102,2019-08-07,2019-11-19
9505800,33.0,9,2020-08-01,2020-08-09
9505800,3733.0,173,2020-09-05,2021-03-02
9505800,363.0,69,2021-05-02,2021-07-16
9505800,6.0,5,2022-05-24,2022-05-28
9505800,52.0,15,2022-06-04,2022-06-23
9505800,143.0,22,2022-07-03,2022-07-25
9253000,75.0,12,1983-04-13,1983-04-24
9253000,95.0,9,1983-05-15,1983-05-23
9253000,234.0,24,1984-03-24,1984-04-16
9253000,52.0,12,1986-05-14,1986-05-29
9253000,243.0,22,1987-04-01,1987-04-22
9253000,1518.0,111,1987-05-08,1987-08-26
9253000,184.0,28,1987-09-30,1987-10-28
9253000,69.0,17,1988-03-08,1988-03-25
9253000,102.0,14,1988-04-28,1988-05-13
9253000,2604.0,220,1988-07-30,1989-03-16
9253000,1708.0,122,1989-05-14,1989-09-12
9253000,1172.0,161,1989-11-13,1990-04-22
9253000,242.0,23,1990-05-02,1990-05-28
9253000,9.0,5,1990-10-04,1990-10-09
9253000,555.0,37,1991-04-04,1991-05-11
9253000,986.0,142,1991-10-19,1992-03-08
9253000,68.0,11,1992-05-17,1992-05-29
9253000,32.0,18,1993-02-15,1993-03-04
9253000,15.0,7,1994-05-24,1994-05-31
9253000,1772.0,165,1994-06-02,1994-11-14
9253000,10.0,35,1995-01-01,1995-02-08
9253000,15.0,10,1995-04-06,1995-04-16
9253000,105.0,10,1995-04-23,1995-05-02
9253000,1288.0,91,1996-08-31,1996-11-30
9253000,195.0,24,1998-05-24,1998-06-16
9253000,88.0,12,1999-04-15,1999-04-26
9253000,42.0,12,2001-04-17,2001-04-28
9253000,10226.0,560,2001-05-20,2003-02-05
9253000,3214.0,204,2003-08-27,2004-03-17
9253000,1008.0,79,2004-05-12,2004-07-29
9253000,195.0,69,2006-05-31,2006-08-10
9253000,1308.0,124,2007-05-21,2007-09-23
9253000,472.0,30,2008-03-18,2008-04-17
9253000,500.0,62,2010-02-09,2010-04-11
9253000,342.0,25,2010-04-25,2010-05-19
9253000,76.0,14,2010-10-10,2010-10-24
9253000,9259.0,378,2012-05-01,2013-05-13
9253000,12.0,7,2015-04-24,2015-04-30
9253000,28.0,5,2015-05-14,2015-05-18
9253000,1598.0,153,2016-09-13,2017-02-14
9253000,95.0,11,2017-04-27,2017-05-07
9253000,72.0,11,2017-05-19,2017-06-01
9253000,562.0,103,2017-06-19,2017-09-29
9253000,1081.0,68,2018-03-06,2018-05-15
9253000,5856.0,344,2018-05-28,2019-05-14
9253000,2748.0,161,2019-10-28,2020-04-05
9253000,75.0,11,2020-04-20,2020-04-30
9253000,42.0,7,2020-05-06,2020-05-12
9253000,7359.0,372,2020-08-10,2021-09-13
9253000,24.0,14,2021-09-24,2021-10-07
9253000,285.0,23,2022-04-17,2022-05-10
9402000,5459.0,366,1989-08-31,1990-09-16
9402000,37.0,13,1995-12-28,1996-01-09
9402000,4056.0,254,1996-01-22,1996-10-05
9402000,324.0,26,1996-10-11,1996-11-05
9402000,506.0,101,1999-03-09,1999-06-24
9402000,801.0,69,2000-01-26,2000-04-03
9402000,2289.0,172,2000-05-10,2000-10-30
9402000,6840.0,356,2001-10-27,2002-10-26
9402000,335.0,54,2003-07-14,2003-09-18
9402000,184.0,25,2003-09-21,2003-10-22
9402000,85.0,16,2003-10-31,2003-11-15
9402000,727.0,124,2003-11-30,2004-04-10
9402000,1979.0,151,2004-06-24,2004-11-26
9402000,3674.0,222,2005-12-31,2006-08-15
9402000,389.0,52,2006-12-27,2007-02-19
9402000,4.0,5,2007-04-15,2007-04-19
9402000,4.0,6,2007-04-27,2007-05-02
9402000,21.0,9,2007-07-23,2007-07-31
9402000,142.0,34,2007-11-03,2007-12-07
9402000,157.0,24,2008-12-03,2008-12-26
9402000,86.0,15,2009-01-10,2009-01-24
9402000,8.0,7,2009-08-04,2009-08-10
9402000,2661.0,154,2009-08-20,2010-01-25
9402000,398.0,40,2010-02-02,2010-03-14
9402000,4.0,5,2010-12-17,2010-12-21
9402000,4.0,5,2011-08-30,2011-09-03
9402000,171.0,27,2012-03-07,2012-04-05
9402000,1138.0,115,2012-04-11,2012-08-06
9402000,2843.0,208,2012-08-15,2013-03-21
9402000,873.0,110,2013-04-07,2013-07-25
9402000,150.0,18,2013-08-05,2013-08-22
9402000,746.0,120,2014-03-19,2014-07-19
9402000,72.0,15,2014-07-29,2014-08-16
9402000,4.0,6,2014-09-06,2014-09-14
9402000,55.0,15,2014-09-17,2014-10-01
9402000,75.0,22,2014-11-16,2014-12-07
9402000,72.0,25,2016-04-01,2016-04-25
9402000,4.0,5,2016-05-02,2016-05-06
9402000,16.0,5,2016-08-25,2016-08-29
9402000,210.0,73,2016-10-07,2016-12-25
9402000,11594.0,528,2017-09-11,2019-03-07
9402000,3410.0,200,2019-07-16,2020-02-08
9402000,18.0,8,2020-02-20,2020-02-27
9402000,7889.0,361,2020-08-16,2021-08-27
9402000,55.0,8,2021-08-29,2021-09-05
9402000,122.0,23,2021-12-08,2021-12-30
9402000,1365.0,139,2022-02-20,2022-07-13
9234500,164.0,84,1985-06-25,1985-09-18
9234500,4.0,5,1985-09-27,1985-10-01
9234500,14635.0,1048,1988-07-01,1991-06-13
9234500,6656.0,357,1992-06-08,1993-05-30
9234500,3027.0,194,1994-06-15,1994-12-25
9234500,48.0,19,2000-06-26,2000-07-14
9234500,772.0,109,2000-07-23,2000-11-08
9234500,19677.0,1197,2001-01-03,2004-05-10
9234500,869.0,101,2007-07-16,2007-10-24
9234500,187.0,32,2008-05-11,2008-06-13
9234500,408.0,41,2010-05-17,2010-06-26
9234500,42.0,17,2010-10-26,2010-11-11
9234500,7.0,8,2010-12-26,2011-01-02
9234500,1418.0,209,2012-11-11,2013-06-08
9234500,9.0,6,2013-09-21,2013-09-26
9234500,3995.0,250,2018-10-25,2019-07-01
9234500,238.0,52,2020-05-03,2020-06-23
9234500,7759.0,355,2020-10-07,2021-10-07
9234500,1489.0,211,2022-02-02,2022-10-25
9234500,737.0,88,2022-11-06,2023-02-01
9330000,16.0,8,1987-04-08,1987-04-17
9330000,20256.0,1078,1989-04-15,1992-03-29
9330000,253.0,292,1994-05-11,1995-02-26
9330000,2051.0,356,2000-03-27,2001-03-18
9330000,4592.0,361,2002-03-20,2003-03-19
9330000,29.0,13,2004-02-27,2004-03-13
9330000,64.0,18,2004-03-18,2004-04-05
9330000,16.0,8,2008-04-09,2008-04-18
9330000,3712.0,397,2009-03-07,2010-04-09
