site,severity,duration,start,end
9172500,145.0,21,2016-05-04,2016-05-24
9172500,196.0,35,2017-04-26,2017-05-30
9172500,12988.0,574,2017-11-11,2019-06-07
9172500,13361.0,678,2019-10-04,2021-08-14
9172500,424.0,83,2021-09-12,2021-12-04
9172500,1669.0,167,2022-02-03,2022-07-22
9390500,8394.0,404,1989-11-22,1991-01-10
9390500,159.0,7,1991-01-29,1991-02-04
9390500,35.0,15,1996-03-09,1996-03-24
9390500,120.0,51,1996-05-09,1996-06-28
9390500,16.0,9,1996-07-23,1996-08-01
9390500,597.0,33,1996-08-09,1996-09-11
9390500,738.0,45,1996-09-16,1996-11-02
9390500,1439.0,85,1996-11-04,1997-01-30
9390500,219.0,13,1997-02-22,1997-03-06
9390500,6152.0,328,1997-03-27,1998-03-10
9390500,16.0,9,1998-07-24,1998-08-02
9390500,117.0,7,1998-10-17,1998-10-25
9390500,142.0,8,1998-11-02,1998-11-11
9390500,240.0,15,1998-11-14,1998-11-28
9390500,4440.0,236,1998-12-04,1999-08-09
9390500,247.0,14,1999-08-13,1999-08-31
9390500,112.0,7,1999-09-04,1999-09-11
9390500,8040.0,395,1999-09-18,2000-11-01
9390500,167.0,8,2000-11-08,2000-11-15
9390500,506.0,31,2000-12-01,2000-12-31
9390500,139.0,7,2001-01-16,2001-01-22
9390500,7887.0,375,2002-01-27,2003-02-19
9390500,270.0,12,2003-02-21,2003-03-06
9390500,240.0,84,2003-04-03,2003-06-29
9390500,355.0,25,2003-07-14,2003-08-14
9390500,147.0,8,2003-08-30,2003-09-08
9390500,2413.0,146,2003-09-12,2004-02-15
9390500,76.0,7,2004-02-29,2004-03-07
9390500,248.0,12,2004-03-23,2004-04-07
9390500,414.0,92,2004-04-13,2004-07-15
9390500,2520.0,154,2004-07-17,2004-12-28
9390500,36.0,16,2006-03-09,2006-03-25
9390500,161.0,64,2006-04-27,2006-06-29
9390500,108.0,14,2006-07-28,2006-08-13
9390500,196.0,11,2006-08-19,2006-08-31
9390500,424.0,26,2006-09-10,2006-10-05
9390500,1806.0,107,2006-10-18,2007-02-05
9390500,326.0,16,2007-03-04,2007-03-22
9390500,2154.0,127,2007-03-28,2007-08-04
9390500,1850.0,111,2007-08-09,2007-12-07
9390500,205.0,13,2007-12-12,2007-12-28
9390500,131.0,7,2008-01-09,2008-01-17
9390500,676.0,39,2009-12-17,2010-02-03
9390500,1306.0,158,2011-03-08,2011-08-13
9390500,6994.0,339,2011-08-15,2012-07-28
9390500,228.0,12,2012-08-11,2012-08-26
9390500,2443.0,145,2012-08-29,2013-01-24
9390500,254.0,14,2013-02-11,2013-02-28
9390500,82.0,39,2013-05-22,2013-06-29
9390500,35.0,15,2014-03-10,2014-03-25
9390500,161.0,64,2014-04-27,2014-06-29
9390500,200.0,20,2014-07-24,2014-08-18
9390500,395.0,23,2014-08-22,2014-09-16
9390500,100.0,6,2014-09-20,2014-09-26
9390500,472.0,28,2014-10-01,2014-11-06
9390500,36.0,16,2016-03-08,2016-03-24
9390500,26.0,22,2016-06-07,2016-06-28
9390500,16.0,8,2016-07-23,2016-08-01
9390500,1415.0,87,2016-09-16,2016-12-21
9390500,84.0,5,2016-12-25,2016-12-30
9390500,135.0,8,2017-01-25,2017-02-01
9390500,46.0,13,2017-03-09,2017-03-22
9390500,35.0,25,2017-06-05,2017-06-29
9390500,12.0,6,2017-07-27,2017-08-02
9390500,10997.0,509,2017-09-14,2019-02-26
9390500,15.0,7,2019-07-24,2019-07-31
9390500,605.0,37,2019-10-26,2019-12-07
9390500,557.0,33,2019-12-11,2020-01-16
9390500,310.0,19,2020-01-30,2020-02-21
9390500,11.0,5,2020-03-25,2020-03-31
9390500,9.0,12,2020-06-17,2020-06-28
9390500,12.0,7,2020-07-26,2020-08-01
9390500,6645.0,314,2020-09-17,2021-07-29
9390500,363.0,16,2021-07-31,2021-08-16
9390500,7451.0,323,2021-08-20,2022-07-28
9390500,154.0,10,2022-07-31,2022-08-10
9390500,350.0,21,2022-08-28,2022-09-21
9390500,100.0,6,2022-09-28,2022-10-03
9390500,311.0,19,2022-10-12,2022-11-02
9390500,332.0,21,2022-11-12,2022-12-02
9224700,5523.0,284,1988-07-25,1989-06-02
9224700,942.0,117,1989-06-08,1989-10-02
9224700,4542.0,329,1989-11-10,1990-10-26
9224700,3151.0,214,1990-10-30,1991-06-01
9224700,3889.0,289,1992-06-02,1993-03-18
9224700,3492.0,163,1994-05-22,1994-10-31
9224700,617.0,73,1996-09-21,1996-12-05
9224700,270.0,42,2000-04-18,2000-05-29
9224700,2359.0,124,2000-06-11,2000-10-12
9224700,153.0,36,2001-02-28,2001-04-15
9224700,43.0,16,2001-04-29,2001-05-14
9224700,737.0,51,2001-06-08,2001-07-28
9224700,4317.0,225,2001-09-24,2002-05-21
9224700,3362.0,162,2002-05-30,2002-11-08
9224700,232.0,92,2002-12-07,2003-03-09
9224700,32.0,10,2003-06-16,2003-06-26
9224700,1211.0,128,2003-11-16,2004-03-27
9224700,39.0,26,2004-08-24,2004-09-19
9224700,80.0,20,2004-10-10,2004-11-02
9224700,56.0,13,2005-11-04,2005-11-16
9224700,671.0,84,2006-06-09,2006-08-31
9224700,1156.0,106,2007-06-10,2007-09-23
9224700,27.0,24,2008-02-02,2008-02-27
9224700,20.0,7,2008-03-04,2008-03-13
9224700,985.0,76,2008-03-24,2008-06-07
9224700,25.0,8,2009-04-16,2009-04-23
9224700,128.0,41,2010-03-11,2010-04-20
9224700,262.0,41,2010-04-26,2010-06-05
9224700,158.0,29,2010-10-17,2010-11-15
9224700,42.0,11,2012-05-30,2012-06-10
9224700,110.0,53,2012-06-13,2012-08-07
9224700,1529.0,185,2012-10-02,2013-04-06
9224700,212.0,26,2013-04-27,2013-05-22
9224700,274.0,45,2016-08-31,2016-10-15
9224700,7398.0,417,2018-04-06,2019-06-10
9224700,2972.0,227,2019-10-14,2020-06-03
9224700,8350.0,382,2020-08-08,2021-08-24
9224700,1760.0,96,2022-03-10,2022-06-15
9224700,976.0,77,2022-11-17,2023-02-01
9492400,36.0,12,1984-03-15,1984-03-26
9492400,29.0,16,1985-09-04,1985-09-19
9492400,20.0,7,1987-04-01,1987-04-07
9492400,25.0,7,1987-10-19,1987-10-25
9492400,46.0,28,1988-12-24,1989-01-20
9492400,6143.0,365,1989-05-11,1990-05-10
9492400,435.0,61,1992-10-25,1992-12-24
9492400,1324.0,79,1993-08-01,1993-10-18
9492400,141.0,36,1994-02-07,1994-03-14
9492400,5144.0,356,1995-08-03,1996-08-25
9492400,4.0,5,1996-08-29,1996-09-02
9492400,1870.0,116,1997-07-28,1997-11-20
9492400,22.0,14,1998-01-27,1998-02-10
9492400,19.0,6,1998-03-11,1998-03-16
9492400,1263.0,79,1998-08-20,1998-11-06
9492400,1737.0,137,1999-02-10,1999-06-27
9492400,6521.0,283,1999-11-20,2000-08-28
9492400,5382.0,262,2001-11-06,2002-07-25
9492400,776.0,57,2003-07-19,2003-09-13
9492400,59.0,22,2004-01-20,2004-02-10
9492400,52.0,18,2004-02-22,2004-03-11
9492400,57.0,25,2004-07-25,2004-08-18
9492400,88.0,14,2005-08-02,2005-08-15
9492400,2049.0,144,2005-12-08,2006-06-22
9492400,83.0,34,2006-06-24,2006-07-27
9492400,361.0,55,2006-12-29,2007-02-21
9492400,356.0,83,2007-05-10,2007-07-31
9492400,878.0,73,2007-09-22,2007-12-03
9492400,50.0,11,2008-12-02,2008-12-12
9492400,2701.0,225,2009-08-16,2010-03-31
9492400,1785.0,147,2010-10-16,2011-03-11
9492400,742.0,118,2011-04-30,2011-08-25
9492400,36.0,13,2012-03-18,2012-03-30
9492400,286.0,80,2012-11-08,2013-01-26
9492400,16.0,8,2014-02-24,2014-03-04
9492400,1827.0,114,2014-03-28,2014-07-19
9492400,151.0,27,2015-04-13,2015-05-09
9492400,1902.0,126,2016-03-31,2016-08-03
9492400,128.0,55,2016-09-14,2016-11-07
9492400,1542.0,117,2017-04-08,2017-08-02
9492400,9091.0,415,2017-08-27,2018-10-15
9492400,1721.0,126,2019-08-04,2019-12-07
9492400,6032.0,365,2020-07-19,2021-07-18
9492400,78.0,17,2021-12-13,2021-12-29
9492400,403.0,37,2022-03-07,2022-04-12
9035500,36.0,6,1983-02-09,1983-02-14
9035500,124.0,13,1983-03-01,1983-03-13
9035500,280.0,16,1983-04-05,1983-04-20
9035500,342.0,21,1983-04-29,1983-05-24
9035500,60.0,8,1984-03-05,1984-03-12
9035500,901.0,41,1984-04-01,1984-05-11
9035500,83.0,10,1985-03-04,1985-03-13
9035500,280.0,13,1985-03-31,1985-04-12
9035500,233.0,39,1985-08-27,1985-10-05
9035500,60.0,8,1986-02-07,1986-02-14
9035500,173.0,16,1986-02-26,1986-03-13
9035500,298.0,17,1986-05-18,1986-06-04
9035500,129.0,13,1986-08-16,1986-08-28
9035500,39.0,7,1987-01-20,1987-01-26
9035500,85.0,10,1987-02-05,1987-02-14
9035500,190.0,17,1987-02-25,1987-03-13
9035500,282.0,12,1987-03-25,1987-04-05
9035500,828.0,72,1987-05-16,1987-07-30
9035500,132.0,27,1987-10-05,1987-10-31
9035500,60.0,8,1988-03-05,1988-03-12
9035500,50.0,5,1988-05-22,1988-05-27
9035500,120.0,14,1988-07-30,1988-08-13
9035500,4184.0,215,1988-08-17,1989-03-19
9035500,58.0,6,1989-05-27,1989-06-03
9035500,85.0,13,1989-07-20,1989-08-01
9035500,4061.0,201,1989-09-09,1990-03-28
9035500,157.0,15,1990-05-05,1990-05-26
9035500,245.0,25,1990-06-23,1990-07-17
9035500,28.0,5,1991-02-10,1991-02-14
9035500,109.0,12,1991-03-02,1991-03-13
9035500,116.0,5,1991-03-30,1991-04-03
9035500,97.0,6,1991-04-13,1991-04-18
9035500,115.0,7,1991-04-29,1991-05-07
9035500,54.0,11,1991-07-15,1991-07-25
9035500,4202.0,186,1991-10-06,1992-04-08
9035500,52.0,11,1992-05-14,1992-05-27
9035500,115.0,17,1992-06-05,1992-06-21
9035500,138.0,19,1992-08-02,1992-08-20
9035500,753.0,112,1992-10-12,1993-02-14
9035500,269.0,21,1993-02-21,1993-03-13
9035500,332.0,14,1993-03-23,1993-04-09
9035500,64.0,8,1993-04-17,1993-04-25
9035500,680.0,40,1993-08-06,1993-09-14
9035500,194.0,34,1993-12-10,1994-01-26
9035500,147.0,14,1994-02-01,1994-02-14
9035500,249.0,20,1994-02-22,1994-03-13
9035500,419.0,19,1994-03-25,1994-04-15
9035500,1828.0,108,1994-05-22,1994-09-06
9035500,2481.0,143,1994-11-01,1995-03-23
9035500,109.0,5,1995-04-01,1995-04-05
9035500,111.0,9,1995-04-20,1995-04-28
9035500,23.0,8,1995-08-24,1995-08-31
9035500,70.0,9,1996-03-04,1996-03-12
9035500,167.0,8,1996-04-01,1996-04-08
9035500,65.0,5,1996-04-20,1996-04-24
9035500,1298.0,64,1996-07-26,1996-09-27
9035500,21.0,5,1996-12-25,1996-12-29
9035500,697.0,60,1997-01-04,1997-03-23
9035500,101.0,8,1997-04-10,1997-04-17
9035500,77.0,8,1997-07-29,1997-08-05
9035500,30.0,6,1998-01-21,1998-01-26
9035500,85.0,10,1998-02-05,1998-02-14
9035500,173.0,16,1998-02-26,1998-03-13
9035500,209.0,19,1998-06-06,1998-06-24
9035500,30.0,6,1999-01-21,1999-01-26
9035500,85.0,10,1999-02-05,1999-02-14
9035500,173.0,16,1999-02-26,1999-03-13
9035500,57.0,5,1999-05-06,1999-05-11
9035500,39.0,7,2000-01-20,2000-01-26
9035500,116.0,12,2000-02-03,2000-02-14
9035500,677.0,38,2000-02-23,2000-04-06
9035500,99.0,8,2000-05-15,2000-05-24
9035500,566.0,47,2000-06-04,2000-07-20
9035500,253.0,22,2000-08-02,2000-08-23
9035500,32.0,6,2001-01-06,2001-01-11
9035500,74.0,10,2001-01-17,2001-01-26
9035500,131.0,13,2001-02-02,2001-02-14
9035500,319.0,23,2001-02-21,2001-03-22
9035500,1358.0,69,2001-05-06,2001-07-14
9035500,1891.0,159,2001-10-17,2002-03-24
9035500,3273.0,147,2002-04-23,2002-09-19
9035500,1812.0,128,2002-11-28,2003-04-12
9035500,41.0,6,2003-05-06,2003-05-12
9035500,32.0,11,2003-08-06,2003-08-17
9035500,1584.0,131,2003-11-08,2004-03-18
9035500,934.0,53,2004-05-09,2004-06-30
9035500,323.0,22,2005-07-20,2005-08-10
9035500,179.0,25,2005-09-07,2005-10-01
9035500,45.0,11,2006-05-29,2006-06-08
9035500,324.0,23,2006-06-18,2006-07-10
9035500,96.0,11,2007-03-03,2007-03-13
9035500,566.0,30,2008-04-07,2008-05-12
9035500,28.0,5,2009-02-10,2009-02-14
9035500,15.0,7,2009-06-09,2009-06-15
9035500,126.0,15,2009-07-18,2009-08-02
9035500,782.0,49,2009-08-25,2009-10-12
9035500,4.0,5,2009-11-08,2009-11-12
9035500,47.0,7,2010-02-08,2010-02-14
9035500,140.0,14,2010-02-28,2010-03-13
9035500,74.0,5,2010-05-09,2010-05-15
9035500,102.0,10,2010-05-26,2010-06-05
9035500,13.0,5,2010-06-12,2010-06-17
9035500,325.0,31,2010-06-29,2010-07-30
9035500,848.0,42,2010-09-15,2010-10-27
9035500,49.0,7,2011-03-07,2011-03-13
9035500,116.0,9,2011-04-27,2011-05-05
9035500,17.0,10,2011-08-31,2011-09-09
9035500,21.0,5,2012-01-22,2012-01-26
9035500,72.0,9,2012-02-06,2012-02-14
9035500,155.0,15,2012-02-27,2012-03-12
9035500,1545.0,71,2012-05-01,2012-07-11
9035500,1068.0,123,2012-10-27,2013-03-31
9035500,189.0,11,2013-04-18,2013-04-28
9035500,70.0,13,2013-07-07,2013-07-19
9035500,49.0,7,2014-03-07,2014-03-13
9035500,229.0,13,2014-04-04,2014-04-18
9035500,82.0,5,2014-05-13,2014-05-17
9035500,44.0,10,2014-07-24,2014-08-02
9035500,28.0,5,2015-03-09,2015-03-13
9035500,39.0,6,2015-05-30,2015-06-06
9035500,4230.0,249,2015-08-10,2016-04-22
9035500,693.0,47,2016-07-12,2016-08-27
9035500,3110.0,182,2016-09-30,2017-03-30
9035500,80.0,6,2017-04-29,2017-05-04
9035500,67.0,11,2017-07-09,2017-07-19
9035500,33.0,15,2017-09-20,2017-10-04
9035500,28.0,5,2018-02-10,2018-02-14
9035500,96.0,11,2018-03-03,2018-03-13
9035500,177.0,8,2018-03-30,2018-04-07
9035500,3777.0,159,2018-06-05,2018-11-25
9035500,1698.0,118,2018-12-17,2019-04-22
9035500,154.0,14,2019-08-02,2019-08-15
9035500,6232.0,251,2019-08-28,2020-05-06
9035500,6663.0,299,2020-07-01,2021-05-05
9035500,179.0,21,2021-09-28,2021-10-18
9035500,71.0,20,2022-06-17,2022-07-06
9035500,421.0,68,2022-11-23,2023-02-01
9505350,40.0,5,1983-07-27,1983-07-31
9505350,75.0,13,1983-08-12,1983-08-27
9505350,126.0,15,1983-09-02,1983-09-21
9505350,1273.0,133,1984-03-03,1984-07-23
9505350,173.0,23,1984-08-28,1984-09-24
9505350,99.0,12,1984-10-05,1984-10-19
9505350,25.0,11,1984-10-22,1984-11-04
9505350,4.0,5,1984-11-11,1984-11-16
9505350,26.0,6,1984-11-27,1984-12-03
9505350,54.0,14,1985-06-30,1985-07-15
9505350,131.0,23,1985-08-04,1985-08-27
9505350,49.0,7,1985-09-02,1985-09-09
9505350,192.0,23,1985-09-13,1985-10-09
9505350,78.0,17,1985-10-13,1985-11-02
9505350,69.0,14,1986-02-23,1986-03-08
9505350,144.0,14,1986-06-14,1986-06-28
9505350,38.0,5,1986-07-10,1986-07-14
9505350,55.0,9,1986-07-25,1986-08-02
9505350,28.0,5,1986-08-16,1986-08-21
9505350,131.0,16,1986-09-03,1986-09-21
9505350,118.0,25,1987-06-23,1987-07-19
9505350,50.0,8,1987-08-14,1987-08-21
9505350,196.0,25,1987-08-29,1987-09-26
9505350,166.0,23,1987-09-29,1987-10-27
9505350,34.0,6,1988-07-14,1988-07-21
9505350,52.0,8,1988-08-08,1988-08-16
9505350,302.0,36,1988-09-02,1988-10-12
9505350,59.0,17,1988-10-16,1988-11-04
9505350,143.0,25,1988-11-27,1988-12-24
9505350,31.0,6,1988-12-27,1989-01-03
9505350,393.0,31,1989-02-22,1989-03-25
9505350,1736.0,112,1989-04-01,1989-07-27
9505350,3355.0,171,1989-08-01,1990-02-01
9505350,79.0,5,1990-02-15,1990-02-20
9505350,145.0,12,1990-03-02,1990-03-13
9505350,1356.0,93,1990-03-27,1990-07-05
9505350,96.0,15,1990-07-25,1990-08-11
9505350,46.0,10,1990-08-19,1990-08-29
9505350,50.0,5,1990-09-09,1990-09-13
9505350,234.0,36,1990-09-23,1990-11-05
9505350,4.0,5,1990-11-12,1990-11-17
9505350,90.0,16,1990-11-28,1990-12-15
9505350,33.0,8,1990-12-18,1990-12-27
9505350,286.0,22,1991-01-17,1991-02-07
9505350,191.0,15,1991-02-13,1991-02-27
9505350,228.0,35,1991-06-16,1991-07-25
9505350,127.0,23,1991-08-01,1991-08-31
9505350,114.0,12,1991-09-08,1991-09-20
9505350,235.0,31,1991-09-23,1991-10-29
9505350,117.0,17,1992-10-07,1992-10-26
9505350,24.0,6,1992-11-27,1992-12-02
9505350,71.0,11,1993-07-09,1993-07-22
9505350,150.0,25,1993-07-24,1993-08-26
9505350,374.0,54,1993-09-01,1993-11-05
9505350,82.0,14,1994-01-21,1994-02-05
9505350,92.0,12,1994-03-11,1994-03-24
9505350,11.0,5,1994-04-02,1994-04-06
9505350,251.0,37,1994-06-14,1994-07-22
9505350,75.0,13,1994-07-24,1994-08-10
9505350,30.0,7,1994-08-20,1994-08-29
9505350,283.0,43,1994-09-14,1994-11-05
9505350,123.0,21,1994-11-28,1994-12-22
9505350,111.0,19,1995-07-24,1995-08-13
9505350,167.0,22,1995-08-29,1995-09-25
9505350,206.0,32,1995-09-30,1995-11-05
9505350,4.0,5,1995-11-12,1995-11-17
9505350,4752.0,223,1995-11-28,1996-07-11
9505350,245.0,11,1996-07-16,1996-07-27
9505350,440.0,32,1996-07-29,1996-09-04
9505350,1174.0,98,1996-09-20,1997-01-05
9505350,82.0,6,1997-01-07,1997-01-12
9505350,50.0,8,1997-03-24,1997-03-31
9505350,585.0,63,1997-05-28,1997-08-08
9505350,101.0,12,1997-09-20,1997-10-05
9505350,67.0,11,1997-10-12,1997-10-24
9505350,11.0,9,1997-10-26,1997-11-05
9505350,32.0,7,1997-11-28,1997-12-06
9505350,75.0,12,1998-07-26,1998-08-09
9505350,43.0,9,1998-08-18,1998-08-30
9505350,293.0,37,1998-09-15,1998-10-24
9505350,322.0,35,1998-12-30,1999-02-04
9505350,579.0,41,1999-02-16,1999-04-01
9505350,774.0,78,1999-04-18,1999-07-10
9505350,59.0,10,1999-08-01,1999-08-14
9505350,70.0,9,1999-09-03,1999-09-13
9505350,227.0,37,1999-09-27,1999-11-05
9505350,4.0,5,1999-11-12,1999-11-17
9505350,1026.0,94,1999-11-28,2000-03-04
9505350,807.0,76,2000-04-04,2000-06-21
9505350,492.0,36,2000-06-26,2000-08-03
9505350,99.0,9,2000-08-11,2000-08-22
9505350,535.0,48,2000-09-01,2000-10-26
9505350,238.0,44,2000-11-27,2001-01-11
9505350,286.0,37,2001-06-10,2001-07-22
9505350,294.0,42,2001-08-17,2001-10-05
9505350,587.0,65,2001-10-11,2001-12-21
9505350,40.0,5,2001-12-23,2001-12-29
9505350,5718.0,242,2002-01-02,2002-09-06
9505350,817.0,50,2002-09-13,2002-11-07
9505350,126.0,15,2002-11-13,2002-11-28
9505350,691.0,66,2002-12-02,2003-02-12
9505350,733.0,62,2003-05-27,2003-07-29
9505350,301.0,18,2003-08-02,2003-08-23
9505350,21.0,5,2003-08-29,2003-09-04
9505350,511.0,58,2003-09-13,2003-11-11
9505350,36.0,9,2003-11-17,2003-11-26
9505350,510.0,50,2003-11-28,2004-01-23
9505350,103.0,11,2004-02-05,2004-02-18
9505350,95.0,16,2004-03-17,2004-04-01
9505350,16.0,5,2004-05-03,2004-05-07
9505350,859.0,61,2004-05-13,2004-07-13
9505350,486.0,28,2004-07-20,2004-08-20
9505350,1032.0,60,2004-08-22,2004-10-26
9505350,76.0,11,2005-07-06,2005-07-16
9505350,33.0,8,2005-08-17,2005-08-27
9505350,422.0,60,2005-08-30,2005-11-05
9505350,4048.0,220,2005-11-28,2006-07-09
9505350,333.0,19,2006-07-12,2006-08-03
9505350,449.0,30,2006-08-07,2006-09-12
9505350,354.0,21,2006-09-16,2006-10-08
9505350,1417.0,109,2006-10-11,2007-02-03
9505350,3302.0,150,2007-02-08,2007-07-10
9505350,185.0,10,2007-07-12,2007-07-23
9505350,371.0,21,2007-08-08,2007-08-29
9505350,1337.0,84,2007-09-04,2007-11-29
9505350,300.0,34,2008-06-06,2008-07-13
9505350,95.0,16,2008-07-23,2008-08-08
9505350,19.0,6,2008-08-20,2008-08-28
9505350,1127.0,97,2008-09-02,2008-12-15
9505350,47.0,14,2009-04-23,2009-05-08
9505350,624.0,60,2009-05-14,2009-07-22
9505350,1032.0,44,2009-07-24,2009-09-08
9505350,1706.0,85,2009-09-12,2009-12-06
9505350,110.0,21,2010-06-25,2010-07-18
9505350,351.0,50,2010-08-04,2010-10-03
9505350,81.0,11,2010-10-09,2010-10-19
9505350,11.0,9,2010-10-26,2010-11-05
9505350,4.0,5,2010-11-12,2010-11-17
9505350,103.0,17,2010-11-29,2010-12-15
9505350,280.0,36,2011-06-10,2011-07-20
9505350,58.0,9,2011-07-24,2011-08-03
9505350,404.0,32,2011-08-06,2011-09-10
9505350,134.0,17,2011-09-17,2011-10-04
9505350,131.0,23,2011-10-08,2011-11-02
9505350,61.0,14,2012-03-07,2012-03-20
9505350,705.0,54,2012-05-21,2012-07-13
9505350,83.0,14,2012-08-04,2012-08-20
9505350,265.0,42,2012-09-19,2012-11-04
9505350,4.0,5,2012-11-11,2012-11-16
9505350,95.0,17,2012-11-27,2012-12-13
9505350,374.0,38,2013-05-31,2013-07-09
9505350,120.0,20,2013-07-30,2013-08-22
9505350,36.0,6,2013-09-02,2013-09-07
9505350,157.0,28,2013-10-04,2013-11-05
9505350,18.0,5,2014-02-03,2014-02-09
9505350,156.0,17,2014-02-12,2014-02-28
9505350,1933.0,139,2014-03-10,2014-08-02
9505350,115.0,7,2014-08-04,2014-08-10
9505350,356.0,53,2014-08-29,2014-11-05
9505350,4.0,5,2014-11-12,2014-11-17
9505350,67.0,11,2014-11-28,2014-12-12
9505350,105.0,17,2015-02-04,2015-02-22
9505350,56.0,10,2015-08-14,2015-08-23
9505350,269.0,34,2015-09-04,2015-10-19
9505350,7.0,6,2015-10-26,2015-11-02
9505350,36.0,13,2016-03-24,2016-04-10
9505350,6.0,5,2016-04-23,2016-04-27
9505350,389.0,32,2016-05-26,2016-06-28
9505350,135.0,24,2016-07-04,2016-07-31
9505350,50.0,9,2016-08-13,2016-08-22
9505350,162.0,18,2016-09-04,2016-09-22
9505350,422.0,54,2016-09-30,2016-11-30
9505350,71.0,11,2016-12-07,2016-12-21
9505350,182.0,25,2017-06-13,2017-07-07
9505350,46.0,6,2017-07-13,2017-07-18
9505350,65.0,12,2017-08-07,2017-08-23
9505350,2989.0,163,2017-08-26,2018-02-14
9505350,2972.0,139,2018-02-16,2018-07-06
9505350,440.0,22,2018-07-18,2018-08-13
9505350,126.0,9,2018-08-24,2018-09-02
9505350,494.0,28,2018-09-04,2018-10-06
9505350,53.0,16,2018-10-18,2018-11-05
9505350,4.0,5,2018-11-12,2018-11-17
9505350,617.0,43,2018-11-22,2019-01-08
9505350,231.0,36,2019-06-15,2019-07-22
9505350,834.0,57,2019-07-24,2019-09-25
9505350,1243.0,59,2019-09-27,2019-12-01
9505350,122.0,24,2020-06-24,2020-07-21
9505350,2065.0,112,2020-07-23,2020-11-15
9505350,1169.0,62,2020-11-19,2021-01-21
9505350,47.0,8,2021-02-15,2021-02-24
9505350,101.0,12,2021-02-28,2021-03-11
9505350,1498.0,101,2021-03-30,2021-07-16
9505350,82.0,5,2021-07-18,2021-07-22
9505350,45.0,8,2021-08-02,2021-08-09
9505350,33.0,9,2021-08-21,2021-08-30
9505350,150.0,19,2021-09-04,2021-09-25
9505350,4.0,5,2021-11-12,2021-11-17
9505350,76.0,14,2021-11-28,2021-12-13
9505350,508.0,47,2022-05-19,2022-07-11
9505350,21.0,6,2022-07-17,2022-07-23
9505350,45.0,8,2022-07-31,2022-08-08
9505350,138.0,18,2022-08-30,2022-09-20
9505350,54.0,7,2022-09-26,2022-10-06
9505350,91.0,18,2022-10-09,2022-11-02
9035900,360.0,29,1983-05-04,1983-06-01
9035900,278.0,23,1984-04-28,1984-05-20
9035900,3749.0,210,1987-05-20,1987-12-15
9035900,4539.0,231,1988-08-22,1989-04-10
9035900,3888.0,310,1989-06-02,1990-04-08
9035900,1506.0,138,1990-05-17,1990-10-02
9035900,1729.0,173,1991-10-25,1992-04-15
9035900,265.0,45,1992-05-30,1992-07-14
9035900,65.0,42,1992-08-03,1992-09-14
9035900,387.0,39,1993-04-07,1993-05-16
9035900,18.0,6,1994-04-17,1994-04-22
9035900,5955.0,339,1994-05-27,1995-05-09
9035900,1905.0,216,1996-09-22,1997-04-28
9035900,591.0,81,1998-06-05,1998-08-25
9035900,1014.0,119,2000-06-11,2000-10-09
9035900,3064.0,310,2001-05-30,2002-04-06
9035900,7641.0,355,2002-05-15,2003-05-07
9035900,9.0,6,2003-05-10,2003-05-15
9035900,2460.0,152,2004-05-26,2004-10-24
9035900,7.0,9,2005-09-16,2005-09-25
9035900,21.0,12,2005-09-29,2005-10-13
9035900,151.0,37,2006-06-27,2006-08-03
9035900,466.0,30,2008-04-28,2008-05-28
9035900,259.0,71,2009-10-13,2009-12-24
9035900,199.0,35,2010-05-24,2010-06-29
9035900,19.0,6,2011-05-20,2011-05-26
9035900,5448.0,361,2012-05-18,2013-05-15
9035900,80.0,10,2014-05-11,2014-05-20
9035900,920.0,54,2016-04-06,2016-05-29
9035900,1303.0,149,2016-12-13,2017-05-12
9035900,166.0,24,2018-04-18,2018-05-16
9035900,7354.0,325,2018-07-16,2019-06-05
9035900,3138.0,175,2019-11-29,2020-05-25
9035900,5180.0,241,2020-10-04,2021-06-03
9035900,214.0,26,2022-04-11,2022-05-06
9035900,25.0,14,2023-01-16,2023-02-01
9511300,3330.0,225,1989-08-31,1990-04-13
9511300,7279.0,395,1996-01-19,1997-02-18
9511300,929.0,150,1997-08-19,1998-01-18
9511300,263.0,55,1999-02-19,1999-04-16
9511300,766.0,92,2000-01-01,2000-04-02
9511300,71.0,24,2000-05-29,2000-06-23
9511300,1042.0,119,2000-06-25,2000-10-27
9511300,39.0,22,2001-10-24,2001-11-18
9511300,10829.0,458,2001-12-07,2003-03-12
9511300,4965.0,464,2003-06-12,2004-09-23
9511300,0.0,7,2006-01-26,2006-02-01
9511300,13210.0,665,2006-02-07,2007-12-06
9511300,33.0,10,2009-09-19,2009-09-29
9511300,1486.0,142,2012-03-05,2012-07-24
9511300,1811.0,121,2012-09-24,2013-01-25
9511300,158.0,44,2014-04-17,2014-05-30
9511300,41.0,17,2014-07-28,2014-08-18
9511300,447.0,72,2016-04-03,2016-06-24
9511300,252.0,59,2016-07-22,2016-09-20
9511300,369.0,83,2016-09-29,2016-12-21
9511300,6748.0,405,2017-12-24,2019-02-06
9511300,2998.0,214,2020-12-22,2021-07-27
9511300,164.0,33,2021-11-19,2021-12-23
9511300,1587.0,140,2022-04-14,2022-10-04
9114500,775.0,53,1983-04-18,1983-06-09
9114500,193.0,31,1984-03-22,1984-04-23
9114500,64.0,14,1984-04-28,1984-05-15
9114500,183.0,24,1987-04-14,1987-05-07
9114500,288.0,50,1987-10-11,1987-11-30
